Group,Bump/Pin Name,Ball Name,Ball ID,Bump center_x,Bump center_y,Ball center_x,Ball center_y,IO_tile_pin,IO_tile_pin_x,IO_tile_pin_y,IO_tile_pin_z,EFPGA_PIN,GBOX_NAME,Mode_BP_SDR_A_TX,Mode_BP_DDR_A_TX,Mode_RATE_3_A_TX,Mode_RATE_4_A_TX,Mode_RATE_5_A_TX,Mode_RATE_6_A_TX,Mode_RATE_7_A_TX,Mode_RATE_8_A_TX,Mode_RATE_9_A_TX,Mode_RATE_10_A_TX,Mode_BP_SDR_B_TX,Mode_BP_DDR_B_TX,Mode_RATE_3_B_TX,Mode_RATE_4_B_TX,Mode_RATE_5_B_TX,Mode_BP_SDR_A_RX,Mode_BP_DDR_A_RX,Mode_RATE_3_A_RX,Mode_RATE_4_A_RX,Mode_RATE_5_A_RX,Mode_RATE_6_A_RX,Mode_RATE_7_A_RX,Mode_RATE_8_A_RX,Mode_RATE_9_A_RX,Mode_RATE_10_A_RX,Mode_BP_SDR_B_RX,Mode_BP_DDR_B_RX,Mode_RATE_3_B_RX,Mode_RATE_4_B_RX,Mode_RATE_5_B_RX,Ref clock,BANK,ALT Function,Debug Mode,Scan Mode,Mbist Mode,Type,Direction,Voltage,Power Pad,Discription,Voltage2,Remark
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_1,0,99,1,F2A_2233,f2g_tx_oe_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_2,0,99,2,F2A_2234,f2g_tx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_3,0,99,3,F2A_2235,f2g_rx_sfifo_reset_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_4,0,99,4,F2A_2236,f2g_rx_dpa_restart_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_5,0,99,5,F2A_2237,f2g_in_en_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_6,0,99,6,F2A_2238,f2g_trx_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_7,0,99,7,F2A_2239,f2g_tx_out[0]_A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_8,0,99,8,F2A_2240,f2g_tx_out[1]_A,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_9,0,99,9,F2A_2241,f2g_tx_out[2]_A,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,200,40,1000,2000,FPGA_0_99_10,0,99,10,F2A_2242,f2g_tx_out[3]_A,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,330,40,1000,3000,FPGA_0_99_11,0,99,11,F2A_2243,f2g_tx_out[4]_A,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,330,40,1000,3000,FPGA_0_99_12,0,99,12,F2A_2244,f2g_tx_out[5]_A,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,330,40,1000,3000,FPGA_0_99_13,0,99,13,F2A_2245,f2g_tx_out[6]_A,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,330,40,1000,3000,FPGA_0_99_14,0,99,14,F2A_2246,f2g_tx_out[7]_A,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_99_15,0,99,15,F2A_2247,f2g_tx_out[8]_A,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_99_16,0,99,16,F2A_2248,f2g_tx_out[9]_A,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,720,40,1000,6000,FPGA_0_99_17,0,99,17,F2A_2249,f2g_trx_reset_n_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,720,40,1000,6000,FPGA_0_99_18,0,99,18,F2A_2250,f2g_tx_oe_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,720,40,1000,6000,FPGA_0_99_19,0,99,19,F2A_2251,f2g_tx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,720,40,1000,6000,FPGA_0_99_20,0,99,20,F2A_2252,f2g_rx_sfifo_reset_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,720,40,1000,6000,FPGA_0_99_21,0,99,21,F2A_2253,f2g_rx_dpa_restart_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,720,40,1000,6000,FPGA_0_99_22,0,99,22,F2A_2254,f2g_in_en_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,720,40,1000,6000,FPGA_0_99_23,0,99,23,F2A_2255,f2g_trx_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,460,40,1000,4000,FPGA_0_100_0,0,100,0,A2F_2232,g2f_rx_cdr_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,460,40,1000,4000,FPGA_0_100_1,0,100,1,A2F_2233,g2f_rx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,460,40,1000,4000,FPGA_0_100_2,0,100,2,A2F_2234,g2f_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,460,40,1000,4000,FPGA_0_100_3,0,100,3,A2F_2235,g2f_rx_in[0]_A,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,460,40,1000,4000,FPGA_0_100_4,0,100,4,A2F_2236,g2f_rx_in[1]_A,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_100_5,0,100,5,A2F_2237,g2f_rx_in[2]_A,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_100_6,0,100,6,A2F_2238,g2f_rx_in[3]_A,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_100_7,0,100,7,A2F_2239,g2f_rx_in[4]_A,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_100_8,0,100,8,A2F_2240,g2f_rx_in[5]_A,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_100_9,0,100,9,A2F_2241,g2f_rx_in[6]_A,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_100_10,0,100,10,A2F_2242,g2f_rx_in[7]_A,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_100_11,0,100,11,A2F_2243,g2f_rx_in[8]_A,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_9,Bank_VL_3_9,FAKE,590,40,1000,5000,FPGA_0_100_12,0,100,12,A2F_2244,g2f_rx_in[9]_A,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,980,40,2000,1000,FPGA_0_100_13,0,100,13,A2F_2245,g2f_rx_cdr_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,980,40,2000,1000,FPGA_0_100_14,0,100,14,A2F_2246,g2f_rx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_10,Bank_VL_3_10,FAKE,980,40,2000,1000,FPGA_0_100_15,0,100,15,A2F_2247,g2f_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,70,40,1000,1000,FPGA_0_101_0,0,101,0,F2A_2280,f2g_trx_reset_n_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_1,0,101,1,F2A_2281,f2g_tx_oe_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_2,0,101,2,F2A_2282,f2g_tx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_3,0,101,3,F2A_2283,f2g_rx_sfifo_reset_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_4,0,101,4,F2A_2284,f2g_rx_dpa_restart_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_5,0,101,5,F2A_2285,f2g_in_en_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_6,0,101,6,F2A_2286,f2g_trx_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_7,0,101,7,F2A_2287,f2g_tx_out[0]_A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_8,0,101,8,F2A_2288,f2g_tx_out[1]_A,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_9,0,101,9,F2A_2289,f2g_tx_out[2]_A,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,200,40,1000,2000,FPGA_0_101_10,0,101,10,F2A_2290,f2g_tx_out[3]_A,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,330,40,1000,3000,FPGA_0_101_11,0,101,11,F2A_2291,f2g_tx_out[4]_A,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,330,40,1000,3000,FPGA_0_101_12,0,101,12,F2A_2292,f2g_tx_out[5]_A,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,330,40,1000,3000,FPGA_0_101_13,0,101,13,F2A_2293,f2g_tx_out[6]_A,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,330,40,1000,3000,FPGA_0_101_14,0,101,14,F2A_2294,f2g_tx_out[7]_A,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_101_15,0,101,15,F2A_2295,f2g_tx_out[8]_A,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_101_16,0,101,16,F2A_2296,f2g_tx_out[9]_A,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,720,40,1000,6000,FPGA_0_101_17,0,101,17,F2A_2297,f2g_trx_reset_n_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,720,40,1000,6000,FPGA_0_101_18,0,101,18,F2A_2298,f2g_tx_oe_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,720,40,1000,6000,FPGA_0_101_19,0,101,19,F2A_2299,f2g_tx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,720,40,1000,6000,FPGA_0_101_20,0,101,20,F2A_2300,f2g_rx_sfifo_reset_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,720,40,1000,6000,FPGA_0_101_21,0,101,21,F2A_2301,f2g_rx_dpa_restart_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,720,40,1000,6000,FPGA_0_101_22,0,101,22,F2A_2302,f2g_in_en_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,720,40,1000,6000,FPGA_0_101_23,0,101,23,F2A_2303,f2g_trx_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,460,40,1000,4000,FPGA_0_102_0,0,102,0,A2F_2280,g2f_rx_cdr_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,460,40,1000,4000,FPGA_0_102_1,0,102,1,A2F_2281,g2f_rx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,460,40,1000,4000,FPGA_0_102_2,0,102,2,A2F_2282,g2f_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,460,40,1000,4000,FPGA_0_102_3,0,102,3,A2F_2283,g2f_rx_in[0]_A,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,460,40,1000,4000,FPGA_0_102_4,0,102,4,A2F_2284,g2f_rx_in[1]_A,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_102_5,0,102,5,A2F_2285,g2f_rx_in[2]_A,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_102_6,0,102,6,A2F_2286,g2f_rx_in[3]_A,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_102_7,0,102,7,A2F_2287,g2f_rx_in[4]_A,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_102_8,0,102,8,A2F_2288,g2f_rx_in[5]_A,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_102_9,0,102,9,A2F_2289,g2f_rx_in[6]_A,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_102_10,0,102,10,A2F_2290,g2f_rx_in[7]_A,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_102_11,0,102,11,A2F_2291,g2f_rx_in[8]_A,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_11,Bank_VL_3_11,FAKE,590,40,1000,5000,FPGA_0_102_12,0,102,12,A2F_2292,g2f_rx_in[9]_A,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,980,40,2000,1000,FPGA_0_102_13,0,102,13,A2F_2293,g2f_rx_cdr_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,980,40,2000,1000,FPGA_0_102_14,0,102,14,A2F_2294,g2f_rx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_12,Bank_VL_3_12,FAKE,980,40,2000,1000,FPGA_0_102_15,0,102,15,A2F_2295,g2f_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,70,40,1000,1000,FPGA_0_103_0,0,103,0,F2A_2328,f2g_trx_reset_n_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_1,0,103,1,F2A_2329,f2g_tx_oe_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_2,0,103,2,F2A_2330,f2g_tx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_3,0,103,3,F2A_2331,f2g_rx_sfifo_reset_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_4,0,103,4,F2A_2332,f2g_rx_dpa_restart_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_5,0,103,5,F2A_2333,f2g_in_en_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_6,0,103,6,F2A_2334,f2g_trx_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_7,0,103,7,F2A_2335,f2g_tx_out[0]_A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_8,0,103,8,F2A_2336,f2g_tx_out[1]_A,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_9,0,103,9,F2A_2337,f2g_tx_out[2]_A,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,200,40,1000,2000,FPGA_0_103_10,0,103,10,F2A_2338,f2g_tx_out[3]_A,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,330,40,1000,3000,FPGA_0_103_11,0,103,11,F2A_2339,f2g_tx_out[4]_A,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,330,40,1000,3000,FPGA_0_103_12,0,103,12,F2A_2340,f2g_tx_out[5]_A,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,330,40,1000,3000,FPGA_0_103_13,0,103,13,F2A_2341,f2g_tx_out[6]_A,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,330,40,1000,3000,FPGA_0_103_14,0,103,14,F2A_2342,f2g_tx_out[7]_A,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,590,40,1000,5000,FPGA_0_103_15,0,103,15,F2A_2343,f2g_tx_out[8]_A,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_13,Bank_VL_3_13,FAKE,590,40,1000,5000,FPGA_0_103_16,0,103,16,F2A_2344,f2g_tx_out[9]_A,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_14,Bank_VL_3_14,FAKE,720,40,1000,6000,FPGA_0_103_17,0,103,17,F2A_2345,f2g_trx_reset_n_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_14,Bank_VL_3_14,FAKE,720,40,1000,6000,FPGA_0_103_18,0,103,18,F2A_2346,f2g_tx_oe_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VL_3_14,Bank_VL_3_14,FAKE,720,40,1000,6000,FPGA_0_103_19,0,103,19,F2A_2347,f2g_tx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
